"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Carpets and other textile floor coverings",1157,"Tufted Carpets",115703,"Textiles",11,2838,2019
"Carpets and other textile floor coverings",1157,"Felt Carpets",115704,"Textiles",11,1030,2019
"Carpets and other textile floor coverings",1157,"Other Carpets",115705,"Textiles",11,156645,2019
"Woven fabrics",1158,"Woven Fabrics",115801,"Textiles",11,1293,2019
"Woven fabrics",1158,"Terry Fabric",115802,"Textiles",11,382,2019
"Woven fabrics",1158,"Gauze",115803,"Textiles",11,442,2019
"Woven fabrics",1158,"Tulles and Net Fabric",115804,"Textiles",11,242.00000000000003,2019
"Woven fabrics",1158,"Narrow Woven Fabric",115806,"Textiles",11,18668,2019
"Woven fabrics",1158,"Ornamental Trimmings",115808,"Textiles",11,5447,2019
"Woven fabrics",1158,"Embroidery",115810,"Textiles",11,62,2019
"Textile fabrics",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,980,2019
"Textile fabrics",1159,"Polyamide Fabric",115902,"Textiles",11,861,2019
"Textile fabrics",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,10637,2019
"Textile fabrics",1159,"Textile Wall Coverings",115905,"Textiles",11,218.99999999999997,2019
"Textile fabrics",1159,"Rubber Textile Fabric",115906,"Textiles",11,676,2019
"Textile fabrics",1159,"Coated Textile Fabric",115907,"Textiles",11,710,2019
"Textile fabrics",1159,"Textile Wicks",115908,"Textiles",11,13743,2019
"Textile fabrics",1159,"Hose Piping Textiles",115909,"Textiles",11,789,2019
"Textile fabrics",1159,"Conveyor Belt Textiles",115910,"Textiles",11,129,2019
"Textile fabrics",1159,"Technical Use Textiles",115911,"Textiles",11,2408,2019
"Knitted or chrocheted fabrics",1160,"Pile Fabric",116001,"Textiles",11,221,2019
"Knitted or chrocheted fabrics",1160,"Light Rubberized Knitted Fabric",116002,"Textiles",11,6001436,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Men's Coats",116101,"Textiles",11,6463,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Women's Coats",116102,"Textiles",11,4438,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Men's Suits",116103,"Textiles",11,584035,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Women's Suits",116104,"Textiles",11,536704,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Men's Shirts",116105,"Textiles",11,9700185,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Women's Shirts",116106,"Textiles",11,1195216,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Men's Undergarments",116107,"Textiles",11,8570,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Women's Undergarments",116108,"Textiles",11,2024,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit T-shirts",116109,"Textiles",11,29047456,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Sweaters",116110,"Textiles",11,4276781,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Babies' Garments",116111,"Textiles",11,1238745,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Active Wear",116112,"Textiles",11,21098,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,4322,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Other Knit Garments",116114,"Textiles",11,59959,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Socks and Hosiery",116115,"Textiles",11,356366,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Knit Gloves",116116,"Textiles",11,1908,2019
"Knitted or crocheted apparel and clothing accessories",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,51725,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Men's Coats",116201,"Textiles",11,98650,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Women's Coats",116202,"Textiles",11,390009,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Men's Suits",116203,"Textiles",11,18839310,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Women's Suits",116204,"Textiles",11,6310548,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,264984,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,57695,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,4490,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,7269,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,976640,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,106571,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Active Wear",116211,"Textiles",11,25214,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Other Women's Undergarments",116212,"Textiles",11,1460,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Handkerchiefs",116213,"Textiles",11,4553,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Scarves",116214,"Textiles",11,49460,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Neck Ties",116215,"Textiles",11,2324,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Non-Knit Gloves",116216,"Textiles",11,2953,2019
"Non-knit or crocheted apparel and clothing accessories",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,13214,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Blankets",116301,"Textiles",11,448139,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"House Linens",116302,"Textiles",11,73681,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Window Dressings",116303,"Textiles",11,5684,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Bedspreads",116304,"Textiles",11,6060122,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Packing Bags",116305,"Textiles",11,22224526,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,339426.00000000006,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Other Cloth Articles",116307,"Textiles",11,32010,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Packaged Sewing Sets",116308,"Textiles",11,138,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Used Clothing",116309,"Textiles",11,297320,2019
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1163,"Textile Scraps",116310,"Textiles",11,2828,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,56915,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,1568104,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Leather Footwear",126403,"Footwear and Headwear",12,390543,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Textile Footwear",126404,"Footwear and Headwear",12,102045,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Other Footwear",126405,"Footwear and Headwear",12,179689,2019
"Footwear; gaiters and the like; parts of such articles",1264,"Footwear Parts",126406,"Footwear and Headwear",12,22787,2019
"Headgear and parts thereof",1265,"Hat Forms",126501,"Footwear and Headwear",12,195,2019
"Headgear and parts thereof",1265,"Hats",126504,"Footwear and Headwear",12,3876,2019
"Headgear and parts thereof",1265,"Knitted Hats",126505,"Footwear and Headwear",12,50637,2019
"Headgear and parts thereof",1265,"Other Headwear",126506,"Footwear and Headwear",12,13948,2019
"Headgear and parts thereof",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,4313,2019
"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1266,"Umbrellas",126601,"Footwear and Headwear",12,7715.999999999999,2019
"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,184,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,1127,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,251932.00000000003,2019
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,3859915,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Building Stone",136802,"Stone And Glass",13,1027079,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Milling Stones",136804,"Stone And Glass",13,819,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Abrasive Powder",136805,"Stone And Glass",13,11671,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asphalt",136807,"Stone And Glass",13,90,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Vegetable Fiber",136808,"Stone And Glass",13,63873.00000000001,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Plaster Articles",136809,"Stone And Glass",13,621806,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Cement Articles",136810,"Stone And Glass",13,107685,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,8985,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asbestos Fibres",136812,"Stone And Glass",13,616,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Friction Material",136813,"Stone And Glass",13,15905,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Mica",136814,"Stone And Glass",13,88.00000000000001,2019
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Other Stone Articles",136815,"Stone And Glass",13,1028,2019
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,16030320,2019
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,336,2019
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,31,2019
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,1779812,2019
"Ceramic products",1369,"Roofing Tiles",136905,"Stone And Glass",13,310879,2019
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,2194160,2019
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,8749,2019
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,39939,2019
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,13548,2019
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,7158,2019
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,10653,2019
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,4327,2019
"Glass and glassware",1370,"Glass Balls",137002,"Stone And Glass",13,348,2019
"Glass and glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,100644.99999999999,2019
"Glass and glassware",1370,"Blown Glass",137004,"Stone And Glass",13,6526,2019
"Glass and glassware",1370,"Float Glass",137005,"Stone And Glass",13,9890,2019
"Glass and glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,52880,2019
"Glass and glassware",1370,"Safety Glass",137007,"Stone And Glass",13,45808,2019
"Glass and glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,1077,2019
"Glass and glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,3369,2019
"Glass and glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,21333542,2019
"Glass and glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,2070,2019
"Glass and glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,69171,2019
"Glass and glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,5084,2019
"Glass and glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,154,2019
"Glass and glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,677,2019
"Glass and glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,6,2019
"Glass and glassware",1370,"Glass Beads",137018,"Stone And Glass",13,29186,2019
"Glass and glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,116598,2019
"Glass and glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,707,2019
"Precious metals, gems and jewelry",1471,"Pearls",147101,"Precious Metals",14,1655,2019
"Precious metals, gems and jewelry",1471,"Diamonds",147102,"Precious Metals",14,116222731,2019
"Precious metals, gems and jewelry",1471,"Precious Stones",147103,"Precious Metals",14,76689486,2019
"Precious metals, gems and jewelry",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,8134,2019
"Precious metals, gems and jewelry",1471,"Silver",147106,"Precious Metals",14,12488,2019
"Precious metals, gems and jewelry",1471,"Gold",147108,"Precious Metals",14,1387434439,2019
"Precious metals, gems and jewelry",1471,"Precious Metal Scraps",147112,"Precious Metals",14,907047,2019
"Precious metals, gems and jewelry",1471,"Jewellery",147113,"Precious Metals",14,1234737,2019
"Precious metals, gems and jewelry",1471,"Metal-Clad Products",147114,"Precious Metals",14,2909,2019
"Precious metals, gems and jewelry",1471,"Other Precious Metal Products",147115,"Precious Metals",14,1070492,2019
"Precious metals, gems and jewelry",1471,"Pearl Products",147116,"Precious Metals",14,61145,2019
"Precious metals, gems and jewelry",1471,"Imitation Jewellery",147117,"Precious Metals",14,47582,2019
"Precious metals, gems and jewelry",1471,"Coin",147118,"Precious Metals",14,60,2019
"Iron and steel",1572,"Iron Reductions",157203,"Metals",15,50,2019
"Iron and steel",1572,"Scrap Iron",157204,"Metals",15,5195604,2019
"Iron and steel",1572,"Iron Ingots",157206,"Metals",15,220.99999999999997,2019
"Iron and steel",1572,"Semi-Finished Iron",157207,"Metals",15,13.999999999999998,2019
"Iron and steel",1572,"Hot-Rolled Iron",157208,"Metals",15,2602004,2019
"Iron and steel",1572,"Cold-Rolled Iron",157209,"Metals",15,25324,2019
"Iron and steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,27309676,2019
"Iron and steel",1572,"Large Flat-Rolled Iron",157211,"Metals",15,279237.00000000006,2019
"Iron and steel",1572,"Hot-Rolled Iron Bars",157213,"Metals",15,60,2019
"Iron and steel",1572,"Raw Iron Bars",157214,"Metals",15,2151675,2019
"Iron and steel",1572,"Other Iron Bars",157215,"Metals",15,547.9999999999999,2019
"Iron and steel",1572,"Iron Blocks",157216,"Metals",15,1641670,2019
"Iron and steel",1572,"Iron Wire",157217,"Metals",15,103614,2019
"Iron and steel",1572,"Stainless Steel Ingots",157218,"Metals",15,29849,2019
"Iron and steel",1572,"Large Flat-Rolled Stainless Steel",157219,"Metals",15,2603.9999999999995,2019
"Iron and steel",1572,"Other Stainless Steel Bars",157222,"Metals",15,466,2019
"Iron and steel",1572,"Stainless Steel Wire",157223,"Metals",15,695,2019
"Iron and steel",1572,"Steel Ingots",157224,"Metals",15,82944,2019
"Iron and steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,39,2019
"Iron and steel",1572,"Flat-Rolled Iron",157226,"Metals",15,183671,2019
"Iron and steel",1572,"Steel Bars",157227,"Metals",15,57.99999999999999,2019
"Iron and steel",1572,"Other Steel Bars",157228,"Metals",15,81601,2019
"Iron and steel",1572,"Steel Wire",157229,"Metals",15,111.99999999999999,2019
"Iron or steel articles",1573,"Iron Sheet Piling",157301,"Metals",15,1906,2019
"Iron or steel articles",1573,"Iron Railway Products",157302,"Metals",15,410317,2019
"Iron or steel articles",1573,"Cast Iron Pipes",157303,"Metals",15,4141,2019
"Iron or steel articles",1573,"Iron Pipes",157304,"Metals",15,46863,2019
"Iron or steel articles",1573,"Other Large Iron Pipes",157305,"Metals",15,635379.0000000001,2019
"Iron or steel articles",1573,"Other Small Iron Pipes",157306,"Metals",15,4657298,2019
"Iron or steel articles",1573,"Iron Pipe Fittings",157307,"Metals",15,109965,2019
"Iron or steel articles",1573,"Iron Structures",157308,"Metals",15,360552,2019
"Iron or steel articles",1573,"Large Iron Containers",157309,"Metals",15,758,2019
"Iron or steel articles",1573,"Small Iron Containers",157310,"Metals",15,297512,2019
"Iron or steel articles",1573,"Iron Gas Containers",157311,"Metals",15,99791,2019
"Iron or steel articles",1573,"Stranded Iron Wire",157312,"Metals",15,23271,2019
"Iron or steel articles",1573,"Barbed Wire",157313,"Metals",15,980.9999999999999,2019
"Iron or steel articles",1573,"Iron Cloth",157314,"Metals",15,24531,2019
"Iron or steel articles",1573,"Iron Chains",157315,"Metals",15,22593,2019
"Iron or steel articles",1573,"Iron Anchors",157316,"Metals",15,153,2019
"Iron or steel articles",1573,"Iron Nails",157317,"Metals",15,273646,2019
"Iron or steel articles",1573,"Iron Fasteners",157318,"Metals",15,160708,2019
"Iron or steel articles",1573,"Iron Sewing Needles",157319,"Metals",15,953.9999999999999,2019
"Iron or steel articles",1573,"Iron Springs",157320,"Metals",15,9899,2019
"Iron or steel articles",1573,"Iron Stovetops",157321,"Metals",15,3731,2019
"Iron or steel articles",1573,"Iron Radiators",157322,"Metals",15,640,2019
"Iron or steel articles",1573,"Iron Housewares",157323,"Metals",15,78224,2019
"Iron or steel articles",1573,"Iron Toiletry",157324,"Metals",15,16952,2019
"Iron or steel articles",1573,"Other Cast Iron Products",157325,"Metals",15,2595,2019
"Iron or steel articles",1573,"Other Iron Products",157326,"Metals",15,289485,2019
"Copper and articles thereof",1574,"Precipitated Copper",157401,"Metals",15,140067,2019
"Copper and articles thereof",1574,"Raw Copper",157402,"Metals",15,96051543,2019
"Copper and articles thereof",1574,"Refined Copper",157403,"Metals",15,76950750,2019
"Copper and articles thereof",1574,"Scrap Copper",157404,"Metals",15,8009520,2019
"Copper and articles thereof",1574,"Copper Bars",157407,"Metals",15,1442265,2019
"Copper and articles thereof",1574,"Copper Wire",157408,"Metals",15,93398,2019
"Copper and articles thereof",1574,"Copper Pipes",157411,"Metals",15,43,2019
"Copper and articles thereof",1574,"Stranded Copper Wire",157413,"Metals",15,8343,2019
"Copper and articles thereof",1574,"Copper Fasteners",157415,"Metals",15,30587,2019
"Copper and articles thereof",1574,"Copper Housewares",157418,"Metals",15,878,2019
"Nickel and articles thereof",1575,"Nickel Bars",157505,"Metals",15,889,2019
"Nickel and articles thereof",1575,"Other Nickel Products",157508,"Metals",15,160,2019
"Aluminium and articles thereof",1576,"Raw Aluminium",157601,"Metals",15,503080.99999999994,2019
"Aluminium and articles thereof",1576,"Scrap Aluminium",157602,"Metals",15,4217532,2019
"Aluminium and articles thereof",1576,"Aluminium Powder",157603,"Metals",15,117143.99999999999,2019
"Aluminium and articles thereof",1576,"Aluminium Bars",157604,"Metals",15,231907,2019
"Aluminium and articles thereof",1576,"Aluminium Wire",157605,"Metals",15,2173,2019
"Aluminium and articles thereof",1576,"Aluminium Plating",157606,"Metals",15,24193,2019
"Aluminium and articles thereof",1576,"Aluminium Foil",157607,"Metals",15,906,2019
"Aluminium and articles thereof",1576,"Aluminium Pipes",157608,"Metals",15,22200,2019
"Aluminium and articles thereof",1576,"Aluminium Pipe Fittings",157609,"Metals",15,479,2019
"Aluminium and articles thereof",1576,"Aluminium Structures",157610,"Metals",15,24872,2019
"Aluminium and articles thereof",1576,"Aluminium Cans",157612,"Metals",15,1314,2019
"Aluminium and articles thereof",1576,"Aluminium Gas Containers",157613,"Metals",15,310,2019
"Aluminium and articles thereof",1576,"Stranded Aluminium Wire",157614,"Metals",15,35414.00000000001,2019
"Aluminium and articles thereof",1576,"Aluminium Housewares",157615,"Metals",15,153296,2019
"Aluminium and articles thereof",1576,"Other Aluminium Products",157616,"Metals",15,94147,2019
"Lead and articles thereof",1578,"Raw Lead",157801,"Metals",15,21662221,2019
"Lead and articles thereof",1578,"Scrap Lead",157802,"Metals",15,544464,2019
"Lead and articles thereof",1578,"Other Lead Products",157806,"Metals",15,1105,2019
"Zinc and articles thereof",1579,"Raw Zinc",157901,"Metals",15,139567,2019
"Zinc and articles thereof",1579,"Scrap Waste",157902,"Metals",15,116016,2019
"Tin; articles thereof",1580,"Raw Tin",158001,"Metals",15,930231,2019
"Tin; articles thereof",1580,"Other Tin Products",158007,"Metals",15,5500,2019
"Metals; n.e.s., cermets and articles thereof",1581,"Tungsten",158101,"Metals",15,622,2019
"Metals; n.e.s., cermets and articles thereof",1581,"Tantalum",158103,"Metals",15,24,2019
"Metals; n.e.s., cermets and articles thereof",1581,"Cobalt",158105,"Metals",15,16472802,2019
"Tools and cutlery",1582,"Garden Tools",158201,"Metals",15,35566,2019
"Tools and cutlery",1582,"Hand Saws",158202,"Metals",15,5938,2019
"Tools and cutlery",1582,"Hand Tools",158203,"Metals",15,2568,2019
"Tools and cutlery",1582,"Wrenches",158204,"Metals",15,10626,2019
"Tools and cutlery",1582,"Other Hand Tools",158205,"Metals",15,114340,2019
"Tools and cutlery",1582,"Tool Sets",158206,"Metals",15,1720.9999999999998,2019
"Tools and cutlery",1582,"Interchangeable Tool Parts",158207,"Metals",15,449410.99999999994,2019
"Tools and cutlery",1582,"Cutting Blades",158208,"Metals",15,2663,2019
"Tools and cutlery",1582,"Tool Plates",158209,"Metals",15,35,2019
"Tools and cutlery",1582,"Cooking Hand Tools",158210,"Metals",15,981,2019
"Tools and cutlery",1582,"Knives",158211,"Metals",15,9467,2019
"Tools and cutlery",1582,"Razor Blades",158212,"Metals",15,388,2019
"Tools and cutlery",1582,"Scissors",158213,"Metals",15,359.00000000000006,2019
"Tools and cutlery",1582,"Other Cutlery",158214,"Metals",15,289,2019
"Tools and cutlery",1582,"Cutlery Sets",158215,"Metals",15,2331,2019
"Metal; miscellaneous products of base metal",1583,"Padlocks",158301,"Metals",15,20436,2019
"Metal; miscellaneous products of base metal",1583,"Metal Mountings",158302,"Metals",15,20665,2019
"Metal; miscellaneous products of base metal",1583,"Safes",158303,"Metals",15,21021,2019
"Metal; miscellaneous products of base metal",1583,"Filing Cabinets",158304,"Metals",15,266,2019
"Metal; miscellaneous products of base metal",1583,"Metal Office Supplies",158305,"Metals",15,818,2019
"Metal; miscellaneous products of base metal",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,45706,2019
"Metal; miscellaneous products of base metal",1583,"Flexible Metal Tubing",158307,"Metals",15,516,2019
"Metal; miscellaneous products of base metal",1583,"Other Metal Fasteners",158308,"Metals",15,5228,2019
"Metal; miscellaneous products of base metal",1583,"Metal Stoppers",158309,"Metals",15,1515838,2019
"Metal; miscellaneous products of base metal",1583,"Metal Signs",158310,"Metals",15,54797,2019
"Metal; miscellaneous products of base metal",1583,"Coated Metal Soldering Products",158311,"Metals",15,7189,2019
"Machinery and appliances",1684,"Steam Boilers",168402,"Machines",16,260,2019
"Machinery and appliances",1684,"Central Heating Boilers",168403,"Machines",16,140,2019
"Machinery and appliances",1684,"Water and Gas Generators",168405,"Machines",16,2008,2019
"Machinery and appliances",1684,"Steam Turbines",168406,"Machines",16,31089,2019
"Machinery and appliances",1684,"Spark-Ignition Engines",168407,"Machines",16,724876,2019
"Machinery and appliances",1684,"Combustion Engines",168408,"Machines",16,749143,2019
"Machinery and appliances",1684,"Engine Parts",168409,"Machines",16,149849,2019
"Machinery and appliances",1684,"Gas Turbines",168411,"Machines",16,3707321,2019
"Machinery and appliances",1684,"Other Engines",168412,"Machines",16,234919,2019
"Machinery and appliances",1684,"Liquid Pumps",168413,"Machines",16,400216,2019
"Machinery and appliances",1684,"Air Pumps",168414,"Machines",16,366162,2019
"Machinery and appliances",1684,"Air Conditioners",168415,"Machines",16,420113,2019
"Machinery and appliances",1684,"Liquid Fuel Furnaces",168416,"Machines",16,7073,2019
"Machinery and appliances",1684,"Industrial Furnaces",168417,"Machines",16,1557.0000000000002,2019
"Machinery and appliances",1684,"Refrigerators",168418,"Machines",16,97857,2019
"Machinery and appliances",1684,"Other Heating Machinery",168419,"Machines",16,299371,2019
"Machinery and appliances",1684,"Rolling Machines",168420,"Machines",16,384,2019
"Machinery and appliances",1684,"Centrifuges",168421,"Machines",16,348707,2019
"Machinery and appliances",1684,"Washing and Bottling Machines",168422,"Machines",16,205860,2019
"Machinery and appliances",1684,"Scales",168423,"Machines",16,12545,2019
"Machinery and appliances",1684,"Liquid Dispersing Machines",168424,"Machines",16,87685,2019
"Machinery and appliances",1684,"Pulley Systems",168425,"Machines",16,87093,2019
"Machinery and appliances",1684,"Cranes",168426,"Machines",16,53023.00000000001,2019
"Machinery and appliances",1684,"Fork-Lifts",168427,"Machines",16,365584,2019
"Machinery and appliances",1684,"Lifting Machinery",168428,"Machines",16,79705,2019
"Machinery and appliances",1684,"Large Construction Vehicles",168429,"Machines",16,1191554,2019
"Machinery and appliances",1684,"Other Construction Vehicles",168430,"Machines",16,1727378,2019
"Machinery and appliances",1684,"Excavation Machinery",168431,"Machines",16,1270035,2019
"Machinery and appliances",1684,"Soil Preparation Machinery",168432,"Machines",16,24459,2019
"Machinery and appliances",1684,"Harvesting Machinery",168433,"Machines",16,5818,2019
"Machinery and appliances",1684,"Dairy Machinery",168434,"Machines",16,9624,2019
"Machinery and appliances",1684,"Fruit Pressing Machinery",168435,"Machines",16,473,2019
"Machinery and appliances",1684,"Other Agricultural Machinery",168436,"Machines",16,7089,2019
"Machinery and appliances",1684,"Mill Machinery",168437,"Machines",16,193567,2019
"Machinery and appliances",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,34521,2019
"Machinery and appliances",1684,"Papermaking Machines",168439,"Machines",16,293,2019
"Machinery and appliances",1684,"Book-binding Machines",168440,"Machines",16,15172,2019
"Machinery and appliances",1684,"Other Paper Machinery",168441,"Machines",16,81150,2019
"Machinery and appliances",1684,"Industrial Printers",168443,"Machines",16,180458,2019
"Machinery and appliances",1684,"Textile Fiber Machinery",168445,"Machines",16,628,2019
"Machinery and appliances",1684,"Looms",168446,"Machines",16,47,2019
"Machinery and appliances",1684,"Knitting Machines",168447,"Machines",16,108.00000000000001,2019
"Machinery and appliances",1684,"Knitting Machine Accessories",168448,"Machines",16,1886.9999999999998,2019
"Machinery and appliances",1684,"Felt Machinery",168449,"Machines",16,47,2019
"Machinery and appliances",1684,"Household Washing Machines",168450,"Machines",16,4001,2019
"Machinery and appliances",1684,"Textile Processing Machines",168451,"Machines",16,1469,2019
"Machinery and appliances",1684,"Sewing Machines",168452,"Machines",16,5983,2019
"Machinery and appliances",1684,"Casting Machines",168454,"Machines",16,113,2019
"Machinery and appliances",1684,"Metal-Rolling Mills",168455,"Machines",16,89217.99999999999,2019
"Machinery and appliances",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,74.00000000000001,2019
"Machinery and appliances",1684,"Metal Lathes",168458,"Machines",16,11643,2019
"Machinery and appliances",1684,"Drilling Machines",168459,"Machines",16,5127,2019
"Machinery and appliances",1684,"Metal Finishing Machines",168460,"Machines",16,6044,2019
"Machinery and appliances",1684,"Metalworking Machines",168461,"Machines",16,5305,2019
"Machinery and appliances",1684,"Forging Machines",168462,"Machines",16,15620,2019
"Machinery and appliances",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,165682.00000000003,2019
"Machinery and appliances",1684,"Stone Working Machines",168464,"Machines",16,46059.00000000001,2019
"Machinery and appliances",1684,"Woodworking machines",168465,"Machines",16,25393.000000000004,2019
"Machinery and appliances",1684,"Metalworking Machine Parts",168466,"Machines",16,140107,2019
"Machinery and appliances",1684,"Motor-working Tools",168467,"Machines",16,47021,2019
